date;US;India;Germany;Italy;Australia;SIR_Italy;SIR_Germany;SIR_Australia;SIR_US;SIR_India
2020-09-21;6868891;5562663;272337;299506;26942;12557.35495946111;1370.9104983271293;27425.88271606433;2867448.530739491;6980018.672911715
2020-09-22;6907162;5646010;274158;300897;26972;12759.40359189524;1398.728922462056;27674.4174373225;2884427.663186937;7097454.462517365
2020-09-23;6948282;5732518;275927;302537;26980;12964.700276139689;1427.111792444767;27925.20439237373;2901507.3346073194;7214100.760058037
2020-09-24;6997165;5818570;278070;304323;27000;13173.297130944682;1456.0705598399754;28178.26399087652;2918688.139626492;7329886.553514203
2020-09-25;7044301;5903932;280223;306235;27016;13385.24710795752;1485.6169080556358;28433.616827418617;2935970.6777129164;7444744.120926547
2020-09-26;7087848;5992532;282730;308104;27040;13600.60400683941;1515.7627573370178;28691.283683976377;2953355.551424385;7558609.199144447
2020-09-27;7121627;6074702;284140;309870;27044;13819.422489179236;1546.5202696360157;28951.28553065328;2970843.36694328;7671421.116421179
2020-09-28;7159367;6145291;285332;311364;27055;14041.75808787464;1577.9018534902189;29213.643527269025;2988434.7341031013;7783122.8868067935
2020-09-29;7201400;6225763;287421;313011;27078;14267.66722311804;1609.9201689962345;29478.3790253869;3006130.266323286;7893661.303897446
2020-09-30;7240031;6312584;289219;314861;27096;14497.20721645602;1642.5881328786325;29745.51357004856;3023930.5786727048;8002986.99289476
2020-10-01;7286275;6394068;291722;317409;27109;14730.436305029796;1675.9189240508022;30015.06890152405;3041836.2927779;8111054.455746081
2020-10-02;7339718;6473544;294395;319908;27121;14967.413656029272;1709.9259893284102;30287.06695707732;3059848.0328448205;8217822.093126089
2020-10-03;7388999;6549373;296958;322751;27135;15208.199381363143;1744.623047659277;30561.52987274717;3077966.426780685;8323252.204360135
2020-10-04;7422130;6623815;299237;325329;27148;15452.854552547416;1780.0240961347886;30838.47998514394;3096192.106214756;8427310.966331495
2020-10-05;7459487;6685082;300619;327586;27173;15701.441215937442;1816.1434156284345;31117.93983326178;3114525.70651912;8529968.40851094
2020-10-06;7504032;6757131;303258;330263;27181;15954.02241193262;1852.9955765218567;31399.93216030693;3132967.866250719;8631198.348024046
2020-10-07;7553169;6835655;306086;333940;27206;16210.662186616712;1890.5954445413493;31684.47991554184;3151519.228440792;8730978.335016735
2020-10-08;7611059;6906151;310144;338398;27226;16471.42560683902;1928.9581867072704;31971.606256145365;3170180.4397131484;8829289.566842843
2020-10-09;7666138;6979423;314660;343770;27244;16736.378777695776;1968.099278209892;32261.33454917607;3188952.150455788;8926116.776258087
2020-10-10;7721504;7053806;319381;349494;27263;17005.588858898896;2008.034508304023;32553.68837438883;3207835.0148782944;9021448.164815037
2020-10-11;7768404;7120538;322864;354950;27285;17279.12408138975;2048.7799858786943;32848.69152475578;3226829.691030961;9115275.257272689
2020-10-12;7810484;7175880;325331;359569;27310;17557.05376420065;2090.352146399722;33146.368008617144;3245936.841469623;9207592.77134628
2020-10-13;7860607;7239389;329453;365467;27337;17839.448331566928;2132.7677585016663;33446.74205186975;3265157.1320359404;9298398.525438828
2020-10-14;7919049;7307097;334585;372799;27357;18126.379330292253;2176.043930707343;33749.838099935434;3284491.232471511;9387693.2532758
2020-10-15;7982586;7370468;341223;381602;27371;18417.91944830701;2220.198118276753;34055.68081974688;3303939.816600112;9475480.47989356
2020-10-16;8052760;7432680;348557;391611;27378;18714.142536477684;2265.2481302466263;34364.295101750875;3323503.562216032;9561766.397048067
2020-10-17;8107592;7494551;356387;402536;27390;19015.12362005093;2311.212137761755;34675.70606192925;3343183.151105471;9646559.665975962
2020-10-18;8159762;7550273;361974;414241;27399;19320.938919222644;2358.108680125423;34989.93904383757;3362979.2694352283;9729871.30547146
2020-10-19;8227644;7597063;366299;423578;27405;19631.66586846218;2405.9566721225046;35307.019620661595;3382892.607301944;9811714.53032164
2020-10-20;8289381;7651107;373167;434449;27443;19947.383135592805;2454.7754119347146;35626.973597291864;3402923.8586677527;9892104.575209048
2020-10-21;8350087;7706946;380762;449648;27458;20268.17064115582;2504.5845888757704;35949.82701241631;3423073.7217534534;9971058.583904777
2020-10-22;8429709;7761312;392049;465726;27476;20594.10957806153;2555.4042912759974;36275.6061406311;3443342.898926967;10048595.43115878
2020-10-23;8511369;7814682;403291;484869;27495;20925.28243153026;2607.255014518529;36604.33749483741;3463732.096726652;10124735.574695684
2020-10-24;8589744;7864811;418005;504509;27513;21261.772999326506;2660.157669481479;36936.04782959666;3484242.025862793;10199500.940689556
2020-10-25;8650719;7909959;429181;525782;27525;21603.66641512552;2714.133592229301;37270.7641409014;3504873.401229093;10272914.751042932
2020-10-26;8715283;7946429;437866;542789;27539;21951.049170076265;2769.2045506048835;37608.513669143904;3525626.941945714;10345001.402344864
2020-10-27;8792506;7990322;449275;564778;27553;22304.00912814257;2825.392753449464;37949.32390154946;3546503.372018537;10415786.34491944
2020-10-28;8878983;8040203;464239;589766;27565;22662.6355507246;2882.720859683153;38293.22257440688;3567503.4193241377;10485295.934715446
2020-10-29;8970276;8088851;481013;616595;27579;23027.01911859001;2941.211987380578;38640.23767531844;3588627.8154524714;10553557.33079614
2020-10-30;9070125;8137119;499694;647674;27585;23397.25195409078;3000.889723021577;38990.39744546951;3609877.2976552513;10620598.37504589
2020-10-31;9157468;8184082;518753;679430;27595;23773.42764370764;3061.7781309194365;39343.730381917805;3631252.6050951127;10686447.474938529
2020-11-01;9235298;8229313;532930;709335;27601;24155.641260926022;3123.9017634881448;39700.26523990256;3652754.4836894255;10751133.511687756
2020-11-02;9317105;8267623;545027;731588;27610;24543.98938944704;3187.285671996278;40060.031035173626;3674383.6868444737;10814685.733525489
2020-11-03;9441871;8313876;560379;759829;27622;24938.57014691508;3251.9554143845303;40423.05704634073;3696140.961223969;10877133.66337499
2020-11-04;9542133;8364086;577593;790377;27630;25339.483214162723;3317.937066420345;40789.37281724295;3718027.073103052;10938507.016903177
2020-11-05;9670214;8411724;597583;824879;27644;25746.829853967527;3385.2572321967286;41159.00815933859;3740042.775620968;10998835.616335392
2020-11-06;9797270;8462080;619089;862681;27652;26160.71293474901;3453.943054779347;41531.99315411554;3762188.846057176;11058149.316216402
2020-11-07;9924334;8507754;642488;902490;27658;26581.236957501955;3524.022227058595;41908.35815552224;3784466.0479767686;11116477.933694469
2020-11-08;10044007;8553657;658505;935104;27665;27008.50808125741;3595.5230028095807;42288.13379241951;3806875.161630263;11173851.183489878
2020-11-09;10160963;8591730;671868;960373;27669;27442.63414891748;3668.4742093542;42671.35097150152;3829416.9637062415;11230298.61640061
2020-11-10;10297515;8636011;687200;995463;27671;27883.72471346785;3742.905258777976;43058.0408836424;3852092.2481926577;11285849.565868309
2020-11-11;10445197;8683916;705687;1028424;27675;28331.891064572304;3818.846158092149;43448.23499999671;3874901.79612646;11340533.099155683
2020-11-12;10603993;8728795;727553;1066401;27676;28787.246255553087;3896.3275221858576;43841.965075929904;3897846.401464717;11394377.967341024
2020-11-13;10783511;8773479;751095;1107303;27682;29249.90513210465;3975.380586078408;44239.26315455531;3920926.8650391335;11447412.569038866
2020-11-14;10947561;8814579;773556;1144552;27711;29719.98436496692;4056.037217408084;44640.16156933479;3944143.994536;11499664.91260258
2020-11-15;11087276;8845127;790503;1178529;27749;30197.60246966228;4138.329929160904;45044.69294670231;3967498.600734102;11551162.578614809
2020-11-16;11240364;8874290;801327;1205881;27758;30682.879837556844;4222.291892724949;45452.89020871031;3990991.493951777;11601932.69800216
2020-11-17;11405011;8912907;815746;1238072;27777;31175.938765830328;4307.956953302102;45864.78657569905;4014623.498811016;11652001.921616957
2020-11-18;11576980;8958483;833307;1272352;27785;31676.903487039373;4395.359641372579;46280.415568989294;4038395.438852386;11701396.397287777
2020-11-19;11769281;9004365;855916;1308528;27792;32185.90019911149;4484.535186120063;46699.81101359816;4062308.140372751;11750141.75660851
2020-11-20;11970950;9050597;879564;1345767;27806;32703.05709577383;4575.519530183332;47123.007040978526;4086362.438941552;11798263.091634896
2020-11-21;12150770;9095806;902528;1380531;27821;33228.50439742124;4668.349344025977;47550.03809178217;4110559.1725966143;11845784.945491526
2020-11-22;12297357;9139865;918269;1408868;27834;33762.37438242791;4763.062040582971;47980.93891864652;4134899.184072434;11892731.30380449
2020-11-23;12478869;9177840;929133;1431795;27843;34304.80142283161;4859.695790188059;48415.74458900552;4159383.3210667614;11939125.57925877
2020-11-24;12652431;9222216;942687;1455022;27853;34855.922017257646;4958.289536182749;48854.49048792453;4184012.440164633;11984990.612354258
2020-11-25;12832643;9266705;961320;1480874;27865;35415.87481577443;5058.88301293964;49297.21232095944;4208787.398384627;12030348.66553241
2020-11-26;12949894;9309787;983588;1509875;27873;35984.80065744037;5161.516758245083;49743.94611728444;4233709.057711863;12075221.416381646
2020-11-27;13164528;9351109;1006394;1538217;27886;36562.84260415035;5266.232130271001;50194.72823699028;4258778.285583621;12119629.964264186
2020-11-28;13332752;9392919;1028089;1564532;27892;37150.14597492565;5373.071324475844;50649.59536782854;4283995.954213065;12163594.82638745
2020-11-29;13473104;9431691;1042700;1585178;27902;37746.858380701466;5482.0773904543685;51108.58452849118;4309362.949913565;12207135.940223768
2020-11-30;13628018;9462809;1053869;1601554;27912;38353.1297596181;5593.294249111309;51571.7330731116;4334880.152479133;12250272.671498444
2020-12-01;13825134;9499413;1067473;1620901;27923;38969.11241282209;5706.766710163613;52039.078694296375;4360548.450276411;12293023.81350584
2020-12-02;14021297;9534964;1084743;1641610;27939;39594.961040783455;5822.54049105698;52510.65942618352;4386368.736980922;12335407.596303504
2020-12-03;14241519;9571559;1106789;1664829;27949;40230.83278013555;5940.662237113915;52986.5136475274;4412341.911873443;12377441.69463523
2020-12-04;14476889;9608211;1130238;1688939;27956;40876.88724441893;6061.179536026431;53466.68008481047;4438468.88643147;12419143.231073856
2020-12-05;14698899;9644222;1153556;1709991;27965;41533.286563961614;6184.14093847603;53951.19781538206;4464750.567296506;12460528.789056849
2020-12-06;14878223;9677203;1171323;1728878;27972;42200.19541561459;6309.595977641401;54440.10627062432;4491187.870051017;12501614.420459902
2020-12-07;15073683;9703770;1183655;1742557;27987;42877.781066261305;6437.595188951704;54933.445239145534;4517781.715501801;12542415.65286649
2020-12-08;15300740;9735850;1197709;1757394;27993;43566.21341268393;6568.190130218654;55431.25487000103;4544533.030814633;12582947.503685895
2020-12-09;15516747;9767371;1218524;1770149;28000;44265.6650218957;6701.433402152832;55933.57567594176;4571442.752260987;12623224.487670058
2020-12-10;15753691;9796744;1242203;1787147;28011;44976.31117206421;6837.37867159568;56440.44853669085;4598511.815055128;12663260.628089106
2020-12-11;15992593;9826775;1272078;1805873;28025;45698.32989403389;6976.080692788847;56951.91470224813;4625741.162300646;12703069.469814347
2020-12-12;16217128;9857029;1300516;1825775;28030;46431.9020134561;7117.595325923481;57468.01579622306;4653131.7424805015;12742664.087779684
2020-12-13;16408725;9884100;1320716;1843712;28037;47177.21119353556;7261.979561209288;57988.79381929252;4680684.510735345;12782057.100290036
2020-12-14;16618553;9906165;1337078;1855737;28048;47934.44397840151;7409.291541591195;58514.2911575297;4708400.431198715;12821260.680904144
2020-12-15;16844868;9932547;1351510;1870576;28060;48703.78983524106;7559.590585900197;59044.55058014346;4736280.466696548;12860286.568057535
2020-12-16;17079672;9956557;1379238;1888144;28072;49485.44119694121;7712.937212446973;59579.61524151667;4764325.588647914;12899146.078957137
2020-12-17;17319918;9979447;1406161;1906377;28093;50279.5935135092;7869.393163171719;60119.52868707101;4792536.773919706;12937850.120440831
2020-12-18;17567864;10004599;1439938;1921778;28126;51086.44529510982;8029.02143199817;60664.334856801135;4820915.007979722;12976409.19980371
2020-12-19;17773715;10031223;1471238;1938083;28168;51906.19815842842;8191.886286554102;61214.078088839866;4849461.281718448;13014833.438040396
2020-12-20;17960910;10055560;1494009;1953185;28198;52739.05687383965;8358.05329271515;61768.8031230543;4878176.58766389;13053132.580070248
2020-12-21;18157768;10075116;1510652;1964054;28219;53585.22941325161;8527.589341997822;62328.55510467329;4907061.926299659;13091316.00641925
2020-12-22;18363698;10099066;1530180;1977370;28237;54444.926998634095;8700.562678173668;62893.379587946416;4936118.3039372135;13129392.745161638
2020-12-23;18585139;10123778;1554920;1991278;28262;55318.36415124011;8877.042924393429;63463.32253983464;4965346.732760081;13167371.481970215
2020-12-24;18798087;10146845;1587115;2009317;28274;56205.75874152949;9057.101110828464;64038.43034373286;4994748.231163178;13205260.57180716
2020-12-25;18925265;10169118;1612648;2028354;28297;57107.33203980392;9240.80970344181;64618.74980322461;5024323.827174417;13243068.049717473
2020-12-26;19142705;10187850;1627103;2038759;28308;58023.30876563429;9428.242637285011;65204.32814586903;5054074.549484871;13280801.640750222
2020-12-27;19278666;10207871;1640858;2047696;28337;58953.91713673559;9619.475339814386;65795.21302702048;5084001.435089173;13318468.771071097
2020-12-28;19451968;10224303;1651834;2056277;28349;59899.38892966948;9814.584761989936;66391.45253368073;5114105.527215093;13356076.577807993
2020-12-29;19657940;10244852;1664726;2067487;28381;60859.95952995853;10013.64940961135;66993.09518838426;5144387.875377132;13393631.91880119
2020-12-30;19876237;10266674;1687185;2083689;28405;61835.86798599304;10216.74937449012;67600.18995312552;5174849.535430116;13431141.38276517
2020-12-31;20191325;10286709;1719737;2107166;28425;62827.35706396056;10423.96636621708;68212.78623843154;5205491.567857393;13468611.298424732
2021-01-01;20370227;10305788;1742661;2129376;28460;63834.67330353682;10635.383744533854;68830.93390317498;5236315.040774598;13506047.74387255
2021-01-02;20642506;10323965;1755351;2141201;28484;64858.06707434717;10851.08655403983;69454.68325439135;5267321.029457632;13543456.55572768
2021-01-03;20845907;10340469;1765666;2155446;28504;65897.79263320744;11071.161561658248;70084.08505497078;5298510.615014663;13580843.337704357
2021-01-04;21031409;10356844;1775513;2166244;28517;66954.10818215349;11295.697283608106;70719.19052777851;5329884.885064695;13618213.469310472
2021-01-05;21264272;10374932;1787410;2181619;28536;68027.27592726854;11524.784023284688;71360.05135981136;5361444.933784878;13655572.114153426
2021-01-06;21524033;10395278;1808647;2201945;28546;69117.56213704273;11758.513907356582;72006.71970639042;5393191.860989423;13692924.22793634
2021-01-07;21810277;10413417;1835038;2220361;28571;70225.2371997594;11996.98092226065;72659.24819539032;5425126.770485918;13730274.566377098
2021-01-08;22114343;10413417;1866887;2237890;28582;71350.5756912282;12240.280951391564;73317.68993150523;5457250.777621918;13767627.692798251
2021-01-09;22379081;10450284;1891581;2257866;28595;72493.85643431012;12488.511812995908;73982.09850055179;5489565.002269312;13804987.985499404
2021-01-10;22589924;10466595;1908527;2276491;28614;73655.36256143964;12741.773302549076;74652.52797380935;5522070.570936203;13842359.644896124
2021-01-11;22793888;10479179;1921024;2289021;28634;74835.38157830051;13000.167232775677;75329.03291239761;5554768.616803712;13879746.700441876
2021-01-12;23015701;10495147;1933826;2303263;28650;76034.20542835245;13263.797467598;76011.66837169201;5587660.279762788;13917153.017436337
2021-01-13;23245031;10512093;1953426;2319036;28660;77252.13055821786;13532.769966523774;76700.4899057771;5620746.705503287;13954582.303373491
2021-01-14;23480609;10527683;1978590;2336279;28669;78489.45798393764;13807.192826570144;77395.55357193809;5654029.047511027;13992038.114181032
2021-01-15;23725607;10542841;2000958;2352423;28689;79746.49335810493;14087.176324968726;78096.91593519082;5687508.465934375;14029523.860446414
2021-01-16;23943296;10557985;2019636;2368733;28708;81023.54703788643;14372.832962680324;78804.6340728505;5721186.127599645;14067042.813334182
2021-01-17;24119850;10571773;2033518;2381277;28721;82320.93415267579;14664.277508857798;79518.76558373976;5755063.206186377;14104598.109937862
2021-01-18;24260678;10581823;2040659;2390102;28731;83638.97466968861;14961.627052523248;80239.36859147681;5789140.882261553;14142192.758811248
2021-01-19;24417573;10595639;2052028;2400598;28740;84977.9934726193;15265.001043637289;80966.50174130384;5823420.34339548;14179829.645566314
2021-01-20;24604955;10610883;2068002;2414166;28749;86338.32043045473;15574.521337795635;81700.22420984929;5857902.7846617205;14217511.537733128
2021-01-21;24797508;10625428;2088400;2428221;28755;87720.29046940629;15890.312246739612;82440.59570995605;5892589.408170979;14255241.089637036
2021-01-22;24989283;10639684;2106262;2441854;28760;89124.24364628678;16212.500587368944;83187.67649552698;5927481.423196355;14293020.847120613
2021-01-23;25167458;10654533;2122679;2455185;28766;90550.52522282388;16541.21573168401;83941.52736641245;5962580.046573581;14330853.252037318
2021-01-24;25307602;10667736;2134936;2466813;28777;91999.4857409195;16876.58965767073;84702.20967334065;5997886.501859157;14368740.64671025
2021-01-25;25437202;10676838;2141665;2475372;28780;93471.48109886302;17218.7570020157;85469.78532289047;6033402.019214926;14406685.278333452
2021-01-26;25588210;10689527;2148077;2485956;28786;94966.87262850776;17567.855120908727;86244.31678250771;6069127.835956317;14444689.302749516
2021-01-27;25743666;10701193;2161275;2501147;28794;96486.0271734188;17924.0241340462;87025.86708556465;6105065.202521944;14482754.788509777
2021-01-28;25910426;10720048;2178828;2515507;28799;98029.31716680502;18287.406981190303;87814.49983646322;6141215.370245145;14520883.720627584
2021-01-29;26074169;10733130;2192850;2529070;28806;99597.12070616292;18658.149479836145;88610.27921578218;6177579.595837698;14559078.004085368
2021-01-30;26225109;10746174;2205171;2541783;28811;101189.8216436795;19036.400382496;89413.26998546859;6214159.151946208;14597339.467477754
2021-01-31;26337967;10757610;2216363;2553032;28818;102807.80966543256;19422.31143506448;90223.53749407372;6250955.303699179;14635669.866256716
2021-02-01;26463281;10766245;2221971;2560957;28823;104451.48037355652;19816.037436279643;91041.14768203384;6287969.345212821;14674070.88588245
2021-02-02;26580311;10777284;2228085;2570608;28829;106121.23537021255;20217.736300895616;91866.1670869961;6325202.555228665;14712544.14509946
2021-02-03;26704683;10790183;2237790;2583790;28838;107817.48234257352;20627.569128438903;92698.66285329996;6362656.237890944;14751091.19873245
2021-02-04;26829712;10802591;2252001;2597446;28842;109540.63514883084;21045.70025366193;93538.7027391742;6400331.689713533;14789713.540546322
2021-02-05;26960823;10814304;2264909;2611659;28848;111291.11390523233;21472.297315386542;94386.35511023249;6438230.237033079;14828412.606105853
2021-02-06;27077683;10826363;2275394;2625098;28851;113069.34507415752;21907.53132276095;95241.68895137832;6476353.186021582;14867189.775223378
2021-02-07;27167112;10838194;2284010;2636738;28857;114875.76155323948;22351.576722157108;96104.7738726066;6514701.864277593;14906046.374557922
2021-02-08;27249911;10847304;2288545;2644707;28860;116710.80276381236;22804.611465323167;96975.68011465252;6553277.610608;14944983.680095172
2021-02-09;27345292;10858371;2291924;2655319;28871;118574.91473137194;23266.817078808424;97854.47855468944;6592081.77608148;14984002.919299586
2021-02-10;27440575;10871294;2299996;2668266;28879;120468.5501946208;23738.37874041276;98741.2407120766;6631115.712913587;15023105.273465613
2021-02-11;27547347;10880603;2310233;2683403;28887;122392.16869445892;24219.48535349341;99636.0387541567;6670380.778767946;15062291.879818236
2021-02-12;27647927;10892746;2320093;2697296;28892;124346.23666626566;24710.329609337736;100538.94550210371;6709878.351439885;15101563.833457204
2021-02-13;27738685;10904940;2328447;2710819;28898;126331.22753510663;25211.10806792436;101450.03443682144;6749609.804149344;15140922.18943222
2021-02-14;27806993;10916589;2334561;2721879;28900;128347.6218120066;25722.021234602264;102369.37970489277;6789576.521181832;15180367.964573825
2021-02-15;27862441;10925710;2338987;2729223;28905;130395.90719129362;26243.273638140126;103297.05612458049;6829779.897889336;15219902.139259765
2021-02-16;27921663;10937320;2342843;2739591;28911;132476.57864902072;26775.07391023018;104233.1391918796;6870221.334344608;15259525.659126656
2021-02-17;27990508;10950201;2350399;2751657;28912;134590.13854247038;27317.63486659552;105177.70508662138;6910902.239381941;15299239.436703311
2021-02-18;28063088;10963394;2360606;2765412;28918;136737.0967107473;27871.17359960786;106130.83067862997;6951824.030248084;15339044.353048597
2021-02-19;28138246;10977387;2369719;2780882;28920;138917.97057448552;28435.91155547849;107092.59353393136;6992988.140441184;15378941.259185623
2021-02-20;28212029;10991651;2378883;2795796;28926;141133.28522163414;29012.0746152034;108063.07192449216;7034395.998926738;15418930.977578169
2021-02-21;28267294;11005850;2386559;2809246;28930;143383.57353561948;29599.893186437133;109042.34483970664;7076049.047302501;15459014.303482402
2021-02-22;28322777;11016434;2390928;2818863;28937;145669.3762954954;30199.602292791125;110030.49197687376;7117948.735112918;15499192.006275728
2021-02-23;28396637;11030176;2394811;2832162;28939;147991.24227808916;30811.44166479136;111027.59375485255;7160096.520995596;15539464.830721147
2021-02-24;28471662;11046914;2402818;2848564;28947;150349.7283647033;31435.6558325185;112033.73132120215;7202493.887675841;15579833.49814605
2021-02-25;28548941;11063491;2414687;2868435;28957;152745.39964889098;32072.49422109197;113048.9865587669;7245142.303450192;15620298.707631305
2021-02-26;28624361;11079979;2424684;2888923;28965;155178.82954530616;32722.21125936425;114073.44209231922;7288043.253452813;15660861.137068665
2021-02-27;28695650;11096731;2434446;2907825;28970;157650.59989963096;33385.06646307223;115107.18129526018;7331198.231181201;15701521.44424535
2021-02-28;28747414;11112241;2442336;2925265;28978;160161.30109958153;34061.32453639791;116150.2882963784;7374608.739136192;15742280.267822104
2021-03-01;28797854;11124527;2447068;2938371;28986;162711.53218699413;34751.25547656177;117202.84798666745;7418276.302887645;15783138.228304962
2021-03-02;28856272;11139516;2451011;2955434;28996;165301.90096893968;35455.134677768234;118264.94602620248;7462202.436476928;15824095.928962495
2021-03-03;28923323;11156923;2460030;2976274;29007;167933.02410715446;36173.24303706589;119336.66885107604;7506388.670129849;15865153.95668347
2021-03-04;28992266;11173761;2471942;2999119;29021;170605.52726590124;36905.867062148536;120418.10368039382;7550836.542795489;15906312.882837556
2021-03-05;29060145;11192045;2482522;3023129;29029;173320.0452244295;37653.29898461304;121509.33852333046;7595547.602369507;15947573.264040824
2021-03-06;29121176;11210799;2492079;3046762;29034;176077.22198776243;38415.83688309488;122610.46218624612;7640523.417094324;15988935.642944548
2021-03-07;29162787;11229398;2500182;3067486;29046;178877.71090452533;39193.784778275935;123721.56427986374;7685765.548558702;16030400.548937976
2021-03-08;29206879;11244786;2505193;3081368;29061;181722.17478578555;39987.452755603605;124842.7352265078;7731275.573061188;16071968.498852788
2021-03-09;29262382;11262707;2509445;3101093;29074;184611.2860249004;40797.157085014034;125974.06627017831;7777055.075894448;16113639.997621424
2021-03-10;29320154;11285561;2518591;3123368;29090;187545.72671836795;41623.22034174007;127115.6494925809;7823105.651345267;16155415.53889671
2021-03-11;29381944;11308846;2532947;3149017;29102;190526.1887876778;42465.97152932203;128267.5778011363;7869428.913103593;16197295.60567036
2021-03-12;29444547;11333728;2545781;3175807;29112;193553.3741021544;43325.74620485064;129429.94494378818;7916026.471441511;16239280.670821806
2021-03-13;29501367;11359048;2558455;3201838;29117;196627.9946007547;44202.88661409216;130602.84551796096;7962899.948809249;16281371.197686194
2021-03-14;29540641;11385339;2569245;3223142;29130;199750.7723808137;45097.74182581364;131786.37497823694;8010050.978077824;16323567.64055542
2021-03-15;29591674;11409831;2575849;3238394;29137;202922.4398669287;46010.66784757392;132980.6296441002;8057481.201257552;16365870.445184818
2021-03-16;29645741;11438734;2581329;3258770;29154;206143.7399368778;46942.02776859693;134185.70670774815;8105192.282003468;16408280.049261495
2021-03-17;29705015;11474605;2594764;3281810;29166;209415.4260379616;47892.19189775988;135401.70424197085;8153185.876863426;16450796.882848397
2021-03-18;29767405;11514331;2612268;3306711;29183;212738.2623145884;48861.53790373487;136628.7212080989;8201463.657776744;16493421.36882476
2021-03-19;29829037;11555284;2629750;3332418;29192;216113.0237367028;49850.45095765916;137866.85746401976;8250027.306726514;16536153.923276696
2021-03-20;29887904;11599130;2645783;3356331;29196;219540.4962290444;50859.323878467854;139116.2137722639;8298878.515506064;16578994.95590255
2021-03-21;29923282;11646081;2659516;3376376;29206;223021.47680122228;51888.55729472396;140376.89180816003;8348018.985794247;16621944.87036722
2021-03-22;29970706;11686796;2667225;3400877;29211;226556.7736785916;52938.55978645405;141648.99416806106;8397450.432200976;16665004.064663764
2021-03-23;30023564;11734058;2674710;3419616;29221;230147.2064339165;54009.74803018567;142932.6243776403;8447174.579962188;16708172.931443686
2021-03-24;30111321;11787534;2690523;3440862;29230;233793.60611806315;55102.546962290864;144227.88690025895;8497193.159756828;16751451.85833284
2021-03-25;30178948;11846652;2713180;3464543;29239;237496.81534470865;56217.38993844403;145534.8871454049;8547507.915118694;16794841.228242237
2021-03-26;30255319;11908910;2734753;3488619;29252;241257.6884763108;57354.71889595333;146853.73147924934;8598120.600081151;16838341.419644102
2021-03-27;30319374;11971624;2755225;3512453;29259;245077.0917650782;58514.984519008765;148184.52724537617;8649032.97926777;16881952.80685867
2021-03-28;30365694;12039644;2772401;3532057;29276;248955.90347033084;59698.64640689089;149527.38275118353;8700246.827983003;16925675.76030284
2021-03-29;30431566;12095855;2782273;3544957;29296;252895.01399304075;60906.17324547346;150882.40728293583;8751763.927034102;16969510.64674622
2021-03-30;30493256;12149335;2791822;3561012;29304;256895.32601089453;62138.04299659428;152249.71111717896;8803586.075013353;17013457.82954212
2021-03-31;30562786;12221665;2808873;3584899;29322;260957.7546138499;63394.74306339725;153629.40552968974;8855715.078868775;17057517.66885074
2021-04-01;30639642;12303131;2833173;3607083;29333;265083.2274401592;64676.77046584655;155021.602804504;8908152.756297093;17101690.521856513
2021-04-02;30713666;12392260;2855061;3629000;29341;269272.6848128307;65984.63203107423;156426.41624302318;8960900.935948176;17145976.742961984
2021-04-03;30778546;12485509;2873190;3650247;29348;273527.0798764989;67318.84458125981;157843.96017320006;9013961.457504349;17190376.683989022
2021-04-04;30816469;12589067;2885386;3668264;29357;277847.37873369805;68679.93512491297;159274.34995880426;9067336.16829833;17234890.694352023
2021-04-05;30883556;12686049;2893883;3678944;29365;282234.5605329893;70068.44105161751;160717.70200876816;9121026.926195106;17279519.12123789
2021-04-06;30946382;12801785;2900768;3686707;29379;286689.6176483199;71484.91033029596;162174.1337866132;9175035.605731515;17324262.309766304
2021-04-07;31022159;12928574;2910445;3700393;29385;291213.5558331736;72929.90171061322;163643.76381995797;9229364.089700695;17369120.60314559
2021-04-08;31102225;13060542;2930852;3717602;29390;295807.394337389;74403.98491624463;165126.71171010757;9284014.272048894;17414094.342825107
2021-04-09;31186978;13205926;2956316;3736526;29396;300472.1660432132;75907.74086561195;166623.09814172587;9338988.05793697;17459183.86863186
2021-04-10;31257513;13358805;2980413;3754077;29405;305208.9176012395;77441.76188650775;168133.04489259023;9394287.363801854;17504389.51890354
2021-04-11;31304969;13527717;2998268;3769814;29419;310018.7095661711;79006.65192841188;169656.67484342988;9449914.115512868;17549711.63061662
2021-04-12;31367152;13689453;3011513;3779594;29429;314902.61653235723;80603.02678244576;171194.11198916618;9505870.25284542;17595150.539507058
2021-04-13;31447993;13873825;3022323;3793033;29450;319861.72726904176;82231.51430520136;172745.481464193;9562157.7260912;17640706.58018312
2021-04-14;31523597;14074564;3044016;3809193;29469;324897.1448552134;83892.75464650552;174310.90952877238;9618778.496959396;17686380.086233467
2021-04-15;31597579;14291917;3073442;3826156;29484;330009.9868140292;85587.40048118141;175890.5235828985;9675734.538677342;17732171.39033015
2021-04-16;31681052;14526609;3099273;3842079;29499;335201.3852470155;87316.11724391654;177484.4521809846;9733027.836047892;17778080.824325256
2021-04-17;31736539;14788003;3123077;3857443;29519;340472.48696748057;89079.58335302766;179092.82504229646;9790660.38696084;17824108.719343755
2021-04-18;31780368;15061805;3142262;3870131;29533;345824.4536333987;90878.49047199763;180715.7730614771;9848634.20126107;17870255.405870233
2021-04-19;31838914;15320972;3153699;3878994;29556;351258.46187963616;92713.54375745976;182353.42831916327;9906951.298288489;17916521.213832393
2021-04-20;31901354;15616130;3163308;3891063;29576;356775.70344944485;94585.462106907;184005.92409269395;9965613.71048089;17962906.472678777
